r,"C(r, t=50000.0)"
0.0,0.0
0.01282051282051282,0.0
0.02564102564102564,0.0
0.038461538461538464,0.0
0.05128205128205128,0.0
0.0641025641025641,0.0
0.07692307692307693,0.0
0.08974358974358974,0.0
0.10256410256410256,0.0
0.11538461538461538,0.0
0.1282051282051282,0.0
0.14102564102564102,0.0
0.15384615384615385,0.0
0.16666666666666666,0.0
0.1794871794871795,0.0
0.1923076923076923,0.0
0.20512820512820512,0.0
0.21794871794871795,0.0
0.23076923076923075,0.0
0.24358974358974358,0.0
0.2564102564102564,0.0
0.2692307692307692,0.0
0.28205128205128205,0.0
0.2948717948717949,0.0
0.3076923076923077,0.0
0.3205128205128205,0.0
0.3333333333333333,0.0
0.34615384615384615,0.0
0.358974358974359,0.0
0.3717948717948718,0.0
0.3846153846153846,0.0
0.3974358974358974,0.0
0.41025641025641024,0.0
0.4230769230769231,0.0
0.4358974358974359,0.0
0.4487179487179487,0.0
0.4615384615384615,0.0
0.47435897435897434,0.0
0.48717948717948717,0.0
0.5,0.0
